Timestamp (ms),Left Eye Center X,Left Eye Center Y,Right Eye Center X,Right Eye Center Y,Left Iris Relative Pos Dx,Left Iris Relative Pos Dy,Right Iris Relative Pos Dx,Right Iris Relative Pos Dy,Total Blink Count,Pitch,Yaw,Roll,Gaze Direction,Violation Detected,Violation Count,Gaze Confidence,Proctoring Enabled,Cheat Detected,Suspicious Movements,Eye Movement Velocity
1758349627431,392.0,253.5,314.0,254.0,94,0,-61,-2,0,0.0,0.0,0.0,off_screen_up,True,0,0.95,True,True,0,0
1758349627636,391.5,255.0,313.5,255.0,93,0,-62,-2,0,0.1555375626097657,-2.8248527082663393,0.24824607421417805,off_screen_up,True,0,0.7621951219512191,True,False,0,0
1758349627686,391.0,254.0,313.0,254.5,93,0,-62,-2,0,0.135835959799806,-3.861546942859195,0.470235795507385,off_screen_up,True,0,0.7926829268292679,True,False,1,0.9013878188659973
1758349627745,390.5,254.5,312.5,255.0,92,0,-62,-2,0,0.0647035341930291,-4.350314224066441,0.5454143070407138,off_screen_up,True,0,0.7723577235772353,True,False,2,0.7071067811865476
1758349627791,390.5,254.0,312.5,255.0,93,0,-62,-2,0,0.165361910426844,-4.761004067628698,0.5385187693229871,off_screen_up,True,0,0.7825203252032515,True,False,3,0.25
1758349627842,390.5,255.0,312.5,255.0,93,0,-62,-2,0,0.17552795089588358,-5.272852703304586,0.5858764221493187,off_screen_up,True,0,0.7621951219512191,True,False,4,0.5
1758349627905,390.5,255.0,312.5,255.5,93,0,-62,-2,0,0.18278940837376823,-5.638458871644506,0.6197033170252699,off_screen_up,True,0,0.7520325203252027,True,False,5,0.25
1758349627964,390.5,255.0,312.5,255.5,93,0,-62,-3,0,0.20078453491432846,-6.3068410644260755,0.6880783873943823,off_screen_up,True,0,0.7520325203252027,True,False,6,0.0
1758349628014,390.5,255.0,312.0,255.5,93,0,-63,-3,0,0.21022728033183746,-6.974473487548435,0.7646675356699555,off_screen_up,True,0,0.7520325203252027,True,False,7,0.25
1758349628077,390.0,256.0,312.0,255.5,93,1,-63,-3,0,0.2762891106614802,-7.285976859533569,0.813837890615305,off_screen_up,True,0,0.7317073170731703,True,False,8,0.5590169943749475
1758349628136,390.0,256.0,312.0,256.0,93,1,-63,-2,0,0.3685918086780742,-7.719458137704883,0.8514995452879499,off_screen_up,True,0,0.7215447154471539,True,False,9,0.25
1758349628183,390.0,256.0,312.0,256.0,93,1,-63,-2,0,0.4294569959491863,-8.121684213887345,0.9160464412700431,off_screen_up,True,0,0.7215447154471539,True,False,10,0.0
1758349628231,390.0,255.0,312.0,256.0,93,0,-63,-2,0,0.3742790383008483,-8.564474242761436,0.9888001902017967,off_screen_up,True,0,0.7418699186991865,True,False,11,0.5
1758349628274,390.0,255.0,312.0,256.0,93,0,-63,-2,0,0.3493601088035678,-8.907216395712673,1.0262615714407146,off_screen_up,True,0,0.7418699186991865,True,False,12,0.0
1758349628322,390.0,255.0,312.0,256.0,93,-1,-63,-2,0,0.3012263229317167,-9.208528251604758,1.053303766453746,off_screen_up,True,0,0.7418699186991865,True,False,13,0.0
1758349628376,390.0,256.0,312.0,256.0,93,0,-63,-3,0,0.2934768215915273,-9.627607385952013,1.0962163790906951,off_screen_up,True,0,0.7215447154471539,True,False,14,0.5
1758349628419,390.0,256.0,312.0,256.0,93,0,-63,-3,0,0.2924208904485486,-9.934281441060257,1.0989964156688352,off_screen_up,True,0,0.7215447154471539,True,False,15,0.0
1758349628482,389.5,256.0,312.0,256.0,92,0,-63,-3,0,0.3313297863642948,-10.183352751088792,1.1152016646754637,off_screen_up,True,0,0.7215447154471539,True,False,16,0.25
1758349628528,389.0,256.0,312.0,256.5,92,0,-63,-3,0,0.3575006842252719,-10.39766145067871,1.1335605185453799,off_screen_up,True,0,0.7113821138211377,True,False,17,0.3535533905932738
1758349628573,389.0,256.0,312.0,256.5,91,0,-63,-3,0,0.4262263769205408,-10.452347284718243,1.1508467458672709,off_screen_up,True,0,0.7113821138211377,True,False,18,0.0
1758349628615,389.0,256.0,312.0,256.5,91,0,-63,-3,0,0.5208449782559477,-10.40511684737892,1.155128261386596,off_screen_up,True,0,0.7113821138211377,True,False,19,0.0
1758349628664,389.0,257.0,312.0,256.5,92,1,-63,-3,0,0.6408092790764002,-10.423308856130276,1.1618448995139201,off_screen_up,True,0,0.6910569105691052,True,False,20,0.5
1758349628715,389.0,256.5,311.0,256.5,92,0,-64,-3,0,0.752188865818308,-10.403332374183622,1.165835921942229,off_screen_up,True,0,0.7012195121951215,True,False,21,0.5590169943749475
